snippet_key,hook,explanation
393,"This south Indian city derives its name from Mahisha, whom Devi vanquished. What is the name of this city?","The city named after Mahisha, the demon whom Devi defeated, is Mysore. The name ""Mysuru"" is a variation of ""mysooru,"" which is derived from ""mahishur"" or ""Mahishasurana Ooru"" in Kannada, meaning the town of Mahishasura. According to the Puranic story found in the Devi Bhagavatha, Mysore was under the rule of the demon King Mahishasura, depicted as a buffalo-headed monster. Responding to the pleas of the devas to save them from this demon, Devi incarnated as Chamundeshwari and ultimately defeated Mahishasura atop the Chamundi Hill near Mysore. This hill and the city itself were named after Chamundi Hill and Mysore, respectively. The Chamundeshwari temple on the hill is an ancient Peetha and holds great reverence, especially among the Mysore royals. The picture is that of Mahisha in front of Chamundi Temple at Mysore. Source: Lewis Rice, Mysore mysore.nic.in. Picture Credit: Deepti Deshpande. Wikimedia Commons."
394,Which Shakti Peetha in Maharashtra is revered as the family deity of Chatrapati Shivaji?,"Tuljapur Bhavani is the family deity of Chatrapati Shivaji. It faced adversities from his enemies as a result. Afzal Khan encamped in Tuljapur, broke the deity into pieces and reduced it to powder. Legend has it that Afzal Khan received a curse for these actions and was subsequently killed by Shivaji. Shivaji is said to have undertaken the task of rebuilding the temple. The temple has four gates, with two of them named after Shivaji's parents and one dedicated to Shivaji himself._x000D_ _x000D_ Tuljapur is mentioned as one of the four Adipithas, with the name Puranagiri. The historical records of the temple date back to as early as 1204 CE. The tradition of Tuljapur Bhavani as the Kulaswamini was continued by the Bhonsales and Peshwas._x000D_ _x000D_ The Tuljapur deity is believed to go into nidra (rest) for eighteen days each year, divided into three periods. Darshan continues but rituals are temporarily suspended. Additionally, it is believed that Parvati once appeared in front of Rama near Tuljapur in a playful manner._x000D_ _x000D_ Source: Bhavans. Temples and Legends of Maharashtra_x000D_ Swarajya_x000D_ _x000D_ Picture Credit: Wikimedia Commons"
395,"Kalidasa, whose name means ""Servant of Kali,"" found inspiration from which Shakti Peetha?","Kalidasa drew inspiration from the Shakti Peetha known as Sri Gadhakalika Devi in Ujjain. This particular Peetha has historical associations with great rulers from the past, such as Emperor Harshavardhan._x000D_ _x000D_ Devi is venerated at this Peetha in the form of a married lady. Notably, a distinctive ritual at this temple involves devotees drawing a reverse Swastika when making their wishes. Once their wishes are fulfilled, they return to the temple to draw the correct Swastika as an act of devotion and gratitude._x000D_ _x000D_ Source: Ujjain. K.B. Dongray_x000D_ dhar.nic.in_x000D_ sanatan.org._x000D_ _x000D_ Picture Credit: Vikas Singh, TripAdvisor"
396,Which Shakti Peetha is southernmost and is believed to be the protector of Bharatvarsha?,"Kanyakumari stands as the southernmost Shakti Peetha. While there is a Maha Shakti Peetha in Trinconamalee, Sri Lanka, it is situated to the north of Kanyakumari. Attukkal is known for hosting the largest gathering of women devotees but is not a recognized Shakti Peetha. Kanyakumari holds special significance because the ""Virgin Goddess"" is believed to protect the entirety of Bharatvarsha (India). According to legend, the demon Bana could only be vanquished by a virgin. Responding to the plea of the Devas, Devi incarnated as a virgin girl to slay Bana. She became betrothed to Shiva, who resided in the vicinity at Suchindram. In an attempt to prevent Devi from leaving Kanyakumari, Narada, acting on behalf of the Devas, deceived Shiva by convincing him that the time for their marriage had passed. As a result, Shiva turned back. Devi, disheartened but resolute, cast the wedding feast into the sea but remained in Kanyakumari. She successfully defeated Bana and continued to safeguard the land. It is believed that the feast she discarded into the sea caused the confluence of the Bay of Bengal, Arabian Sea, and the Indian Ocean to display three distinct colors. Source: Diana Eck, India : A Sacred Geography Picture Credit: Anantharaman. K. Google Photos"
397,"Hinglaj Devi is the westernmost Shakti Peetha, located in Balochistan. Who is believed to have visited this site to atone for a sin?","Hinglaj Devi in Balochistan stands as the westernmost Shaktipeetha. The Hinglaj Mata Yatra has a documented history dating back to at least the 14th century. To this day, an estimated 250,000 people participate in the Hinglaj Mata Yatra, serving as a unifying event for the small Hindu community in Pakistan. The shrine itself is a natural cave with a vermilion-smeared stone representing Devi. Yatris (pilgrims) also ascend the nearby Chandragup and Khandewari mud volcanoes, which are considered sacred. Rama embarked on a Yatra to Hinglaj, as it was believed that only she could absolve his sin of killing Ravana, who was a Brahmin. Accompanied by his entire army, Rama's progress was halted at a mountain pass. Devi instructed that he must approach not as a triumphant king but as a humble worshipper. Following this guidance, Rama proceeded with only Sita, Lakshmana, Hanuman, and Ganesha to worship Devi and seek forgiveness for his sins. Source: National Geographic Diana Eck, India : A Sacred Geography Picture Credit: National Geographic"
398,The Char Dhams mark the geographical edges of modern-day India. Which of the four Dhams also has a Shakti Peeth?,"At the renowned Jagannath temple in Puri, Odisha, the ancient temple for Devi Vimala is recognized as a Shakti Peeth. Historians suggest that Her peetha existed long before the site became a center of Krishna worship. Despite the massive presence of the Jagannath temple today, Devi Vimala's ancient status is still acknowledged. As a tribute to her, Prasad is offered to Devi Vimala before it is distributed to devotees as Mahaprasad. The temple also features the unique practice of worshipping Durga and Madhav together during the two Navaratris. Notably, it is believed that a goat sacrifice is also performed for Vimala, which is an uncommon practice in a Vaishnavite temple. Source: Orissa Review"
399,"This Shakti Peeth is among the 18 Maha Shakti Peethas, is the northernmost, and was once a great university. Which is it?","The Sharada Pith is mentioned in tantric texts, Kalhana's history of Kashmir, and in Alberuni's account. All of these references date back to the 10th-11th century CE. This Shakti Peeth, now located in Pakistan-occupied Kashmir (POK), was not only a sacred site but also home to a university that accommodated 5,000 scholars._x000D_ _x000D_ Between the 6th and 12th centuries CE, it was among India's most prominent temple universities and was renowned for its vast library. Scholars from distant places would travel to access its invaluable texts. The Sharada script, which was popularized by the university, eventually became synonymous with the Sharada Pitha._x000D_ _x000D_ The region of Kashmir, where Sharada Pitha is situated, was historically referred to as ""Sharada Desh.""_x000D_ _x000D_ Source: DC Sircar, The Shakta Pithas_x000D_ _x000D_ Picture Credit: Umar Jamshaid. Wikimedia Commons"
400,This is possibly the easternmost Shakti Peeth. Where is it located?,"The Nartiang temple is believed to have been constructed in the 16th century by a Jaintia king when he converted to Hinduism. To this day, Durga Puja is celebrated at Nartiang following Bengali rituals. It is said that human sacrifices took place at this temple in ancient times. The temple priests in Nartiang were brought from Maharashtra in the late 14th century. They were recruited because local Brahmin priests refused to perform animal or human sacrifices. Remarkably, even today, the 29th generation of these priests, known as Deshmukhs, continues to oversee the temple's rituals. The residents of Nartiang carried water from the local rivers, Myntdu and Myntang, as well as local soil for the Ayodhya Bhumi Pooja. Their act is a reminder that the cultural heart and geographical boundaries of Bharat are united; and Shakti Peethas are the markers of that unity. Source: Pyngrope, Bathsheba Goswami, PhD Dissertation Swarajya Magazine Picture Credit: IndiaDivine.Org"
401,This Shakti Peeth is not only sacred but also a beloved tourist destination. Which is it?,"The eyes of Devi fell at Nainital, specifically at a location now known as Smuggler’s Rock. Devi Narayani is believed to have emerged from the area and resided in a cave before descending into the lake. Nainital derives its name from the ""eye"" of Shakti, referring to her divine gaze, and the lake itself. When the British discovered Nainital in 1841, they realized the lake's sacred significance to the hill people. The locals vehemently denied the existence of the lake and took measures to prevent its pollution by Europeans. Source: J. M. Clay, Nainital Naintal Gazetteer Picture Credit: Uttarakhand Tourism"
107,Devi worship in India has deep antiquity. Which great Buddhist emperor of India claimed that his kingship came from Nana (a form of Devi) and all gods?,"_x000D_ Kanishka ruled over North West India upto Mathura, Afghanistan & parts of Central Asia in 1st/2nd CE. In his Rabatak inscription in Afghanistan, he invokes Nana and mentions that the kingship is derived from Nana. Nana is a bactrian female divinity and is shown, like Durga, seated on a lion. The Rig Veda uses Nana as one of the names of the Goddess. The ancient Sogdians from central Asia called the Mother Goddess Nana Devi Amba. Amba is a commonly used name for the Devi even today. Ambala, the town in Haryana takes its name from Devi Amba. _x000D_ Source: When Devi Comes home. Bibek Debroy and Anuradha Goyal. _x000D_ Picture Credit: WikiCommons _x000D_"
108,"""Sapta Matrikas"" refers to worship of seven Devis, often in a single slab. This archeological find represents one of the earliest possible evidence for this form of worship. Which period is it traced to?","_x000D_ _x000D_ A seal from Mohenjodaro shows in its top right corner a schematised figure with a long pigtail and horned head-dress. It stands in between the trunks of a tree and is fronted to the left by a kneeling supplicant who is followed by an animal, possibly a unicorn. The lower panel shows a row of seven standing figures identical to the figure standing inside the trunks of the tree. Some kind of personification of a tree deity can certainly be envisaged in this case. Furthermore, the row of seven deities suggests the concept of Saptamatrikas or ""seven mothers"" known to Hinduism, and thus the tree deity itself is likely to be a female deity. Several mother Goddess images have also been unearthed in Harappan sites._x000D_ _x000D_ Saptamatrikas are common across India. In Kerala temples, Saptamatrikas are also depicted as a set of small discs on a stone platform. The second picture is an example from Sri Chandramouleeshwara temple in Udupi, just opposite the famous Udupi Sri Krishna temple. Each of the circular discus in the bottom row represent one of the mothers._x000D_ _x000D_ Source: Archaeology and World Religion-Routledge (2001) DK Chakrabarti_x000D_ _x000D_ Picture Credit: Harappa.com_x000D_ _x000D_ S.R. Ramanujam"
